"Sensitivity of Report w.r.t. Material Indicator","Sensitivity of Report w.r.t. Position: Magnitude (/m)","Sensitivity of Report w.r.t. Position[0] (/m)","Sensitivity of Report w.r.t. Position[1] (/m)","Sensitivity of Report w.r.t. Position[2] (/m)","Report: Pressure Drop 1 (Pa)","Velocity: Magnitude (m/s)","Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Material Indicator","Pressure (Pa)","Wall Shear Stress: Magnitude (Pa)","Wall Shear Stress[i] (Pa)","Wall Shear Stress[j] (Pa)","Wall Shear Stress[k] (Pa)","Topology Level Set","Position: Magnitude (m)","Position[X] (m)","Position[Y] (m)","Position[Z] (m)","X (m)","Y (m)","Z (m)"
0.0015000469284132123,4.3478415185722969e-08,-3.4156083442008541e-09,-4.334404465092213e-08,0,0.43906973541129179,0.00040271917717324169,-0.00033918034750968218,-0.00021711616136599332,0,0,4.5294807098406453,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.028293108703675629,-0.019500000007199127,0.020499999996030239,0,-0.019500000007199127,0.020499999996030239,0
0.0015000435523688793,1.4093560766994302e-07,-7.9088552700610376e-08,-1.1665267395571726e-07,0,0.43906973541129179,0.00038740541962108686,-0.00031769057386554778,-0.00022171075397636741,0,0,4.5567164341887674,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.028355571247958733,-0.018499960525213625,0.021489296902495472,0,-0.018499960525213625,0.021489296902495472,0
0.001500043086707592,4.4480385988494438e-07,3.6014334672308541e-07,2.6105027021560562e-07,0,0.43906973541129179,0.0003756648517351672,-0.00029576907400041819,-0.00023161333228927106,0,0,4.5833582974350371,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.028496084901736211,-0.017500038684401895,0.022489453100762492,0,-0.017500038684401895,0.022489453100762492,0
0.0015000426210463047,6.2017831276609472e-07,3.9643450028293688e-07,-4.7692853407069083e-07,0,0.43906973541129179,0.00037298990741402072,-0.00027631365810520947,-0.00025054387515410781,0,0,4.6097518588662361,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.028714108033371891,-0.016500000003975647,0.023500000000445866,0,-0.016500000003975647,0.023500000000445866,0
0.0015000452985987067,8.0178815680436421e-07,5.337300483184897e-07,5.9832807381375846e-07,0,0.43906973541129179,0.00038118240358177199,-0.00026073717162944376,-0.00027805782156065106,0,0,4.6364970965332066,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.028991378029020604,-0.015500000000024446,0.024500000000424915,0,-0.015500000000024446,0.024500000000424915,0
0.001500049838796258,4.4114848676141403e-07,3.4170658104435794e-07,-2.7901361945765503e-07,0,0.43906973541129179,0.00039305155166351045,-0.00023802954819984734,-0.00031278020469471812,0,0,4.6635584687672775,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.02933620679997663,-0.014503828133942648,0.025500039193539461,0,-0.014503828133942648,0.025500039193539461,0
0.0015000804560258985,3.5034375274508438e-07,2.5808390542036262e-07,2.3692497304100748e-07,0,0.43906973541129179,0.00052665365580334595,-0.00043667334830388427,-0.0002944154548458755,0,0,4.3506353643357123,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029841246636006444,-0.025500000016341302,0.015499999998630949,0,-0.025500000016341302,0.015499999998630949,0
0.0015000724233686924,2.8404148287381059e-07,2.0366529882678162e-07,1.9798992410461442e-07,0,0.43906973541129179,0.00050255602938373777,-0.00042239556205458939,-0.00027229497209191322,0,0,4.3862680538050363,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029538110968242933,-0.024499999976270174,0.016500000022272577,0,-0.024499999976270174,0.016500000022272577,0
0.0015000655548647046,1.4131448186603278e-07,1.0890994637694173e-07,9.0046689918269526e-08,0,0.43906973541129179,0.0004789239828004528,-0.00040608367999084294,-0.00025389806251041591,0,0,4.4201172342955992,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029300170644355038,-0.02350000000296568,0.017499999989969654,0,-0.02350000000296568,0.017499999989969654,0
0.0015000593848526478,1.208033398539159e-07,8.6412996124650063e-08,8.4417065932321494e-08,0,0.43906973541129179,0.0004557174608996049,-0.0003874975664075464,-0.00023984169820323586,0,0,4.4522719969189115,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029129023330305731,-0.022499999980311259,0.018500000028742945,0,-0.022499999980311259,0.018500000028742945,0
0.0015000543789938092,3.5682537393772075e-08,2.3682749982495833e-08,2.6690275909486885e-08,0,0.43906973541129179,0.00043478663622775304,-0.00036846435978077352,-0.00023081038671080023,0,0,4.4829056411794053,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029025850556268006,-0.021500000012755628,0.019499999999136194,0,-0.021500000012755628,0.019499999999136194,0
0.0015000504208728671,4.3722925718439647e-09,4.2300299006605931e-09,-1.1062501404832635e-09,0,0.43906973541129179,0.00041671756100000609,-0.00034951220732182264,-0.00022692453057970852,0,0,4.5122637029944963,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.028991378029939195,-0.020500000005771873,0.020499999996053515,0,-0.020500000005771873,0.020499999996053515,0
0.0015000468119978905,1.0077776554469102e-07,-7.2482183890480657e-08,-7.0017790929500622e-08,0,0.43906973541129179,0.00040218286276843569,-0.00033094774698838592,-0.00022852711845189333,0,0,4.5404988288560313,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029017781197941558,-0.019499960535835217,0.021489140623870459,0,-0.019499960535835217,0.021489140623870459,0
0.0015000465791672468,6.0141038227112113e-08,-1.5821705457581792e-09,6.0120223015214247e-08,0,0.43906973541129179,0.00039108956232263931,-0.00031246189610101283,-0.00023519908427260816,0,0,4.5681467367998749,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029120781295803276,-0.018500038677941692,0.022489296836332332,0,-0.018500038677941692,0.022489296836332332,0
0.0015000455314293504,3.606849598920417e-07,3.0385781970790752e-07,1.9432978591734339e-07,0,0.43906973541129179,0.00038505917819818406,-0.00029441752121783793,-0.00024817109806463122,0,0,4.5954761866645271,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.02930017066051014,-0.017500000020242358,0.023500000000564611,0,-0.017500000020242358,0.023500000000564611,0
0.0015000479761511087,4.1294139809261726e-07,3.8707431700805229e-07,1.4385434081540683e-07,0,0.43906973541129179,0.00039384600162401787,-0.00028441657195799053,-0.00027243694057688117,0,0,4.6228510202021003,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029538110978109197,-0.016500000004017062,0.024500000000459838,0,-0.016500000004017062,0.024500000000459838,0
0.0015000519342720509,2.1512129388861331e-07,-1.062215026281446e-09,2.1511867139685731e-07,0,0.43906973541129179,0.00040199635634904278,-0.00026750646065920591,-0.00030006893211975694,0,0,4.650959962941144,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.029841246623620591,-0.015500000000324794,0.02550000000081723,0,-0.015500000000324794,0.02550000000081723,0
0.0015000600833445787,4.3206137390620579e-07,4.3112154706652969e-07,2.848231866755624e-08,0,0.43906973541129179,0.00042679197587742568,-0.00025576548068784177,-0.0003416656400077045,0,0,4.6799284568808988,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.030209412022073261,-0.014503671884278884,0.026500039180962786,0,-0.014503671884278884,0.026500039180962786,0
0.0015000754501670599,1.9918478025824901e-07,1.9413030223725858e-07,4.4587020979177175e-08,0,0.43906973541129179,0.00050908414424494577,-0.00041820539627224207,-0.00029029452707618475,0,0,4.36525482991647,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,-1,0.030372685098368407,-0.025499999987145697,0.016500000022430902,0,-0.025499999987145697,0.016500000022430902,0
